Ticker,Company,Sector,Industry,Country,Exchange,Currency,CurrentPrice,CurrentPriceUSD,CurrentDate,PreviousClose,DailyReturn,Date_1W,Price_1W,Price_1W_USD,Return_1W,Return_1W_USD,Date_1M,Price_1M,Price_1M_USD,Return_1M,Return_1M_USD,Date_3M,Price_3M,Price_3M_USD,Return_3M,Return_3M_USD,Date_6M,Price_6M,Price_6M_USD,Return_6M,Return_6M_USD,Date_YTD,Price_YTD,Price_YTD_USD,Return_YTD,Return_YTD_USD,Date_1Y,Price_1Y,Price_1Y_USD,Return_1Y,Return_1Y_USD,Date_3Y,Price_3Y,Price_3Y_USD,Return_3Y,Return_3Y_USD,Date_5Y,Price_5Y,Price_5Y_USD,Return_5Y,Return_5Y_USD,SMA20,SMA50,SMA200,EMA20,RSI14,PriceVsSMA50,PriceVsSMA200,FiftyTwoWeekHigh,FiftyTwoWeekLow,FiftyTwoWRangePosition,DistanceFrom52WHigh,Beta,Volatility30D,Volatility90D,MaxDrawdown1Y,ATR14,MarketCap,MarketCapUSD,EnterpriseValue,EnterpriseValue_USD,PE,ForwardPE,PEG,PriceToBook,PriceToSales,EVToRevenue,EVToEBITDA,FCFYield,RevenueGrowth,EarningsGrowth,QuarterlyEarningsGrowth,ProfitMargin,OperatingMargin,GrossMargin,ROE,ROA,DebtToEquity,CurrentRatio,FreeCashFlow,FreeCashFlow_USD,OperatingCashFlow,OperatingCashFlow_USD,DividendYield,DividendRate,DividendRate_USD,PayoutRatio,ExDividendDate,Volume,AvgVolume20D,VolumeRatio,NextEarningsDate,TargetMeanPrice,TargetMeanPrice_USD,TargetHighPrice,TargetHighPrice_USD,TargetLowPrice,TargetLowPrice_USD,AnalystCount,UpsideToTarget,MarketCap_USD
BTG,B2Gold Corp,Basic Materials,Gold,United States,ASE,USD,5.829999923706055,5.829999923706055,2026-08-27,5.739999771118164,1.5679469717184036,2026-08-20,5.380000114440918,5.380000114440918,8.364308544478538,8.364308544478538,2026-07-27,3.869999885559082,3.869999885559082,50.64599731541903,50.64599731541903,2026-05-27,4.497512340545654,4.497512340545654,29.627213496400053,29.627213496400053,2026-02-27,6.105823993682861,6.105823993682861,-4.5173930703239495,-4.5173930703239495,2025-12-31,4.470335483551025,4.470335483551025,30.415266262633512,30.415266262633512,2025-08-27,4.024292945861816,4.024292945861816,44.870167309789124,44.870167309789124,2023-08-25,2.7354321479797363,2.7354321479797363,113.12902709035657,113.12902709035657,2021-08-27,3.214388608932495,3.214388608932495,81.37196938494033,81.37196938494033,4.9884999871253966,4.330399990081787,4.624537523984909,5.11165559508718,72.47191146684011,34.62959396496639,26.06665841652449,6.234680785500534,3.569999933242798,84.81315833933355,-6.490803229823905,1.35,75.51520063742336,66.2261999223065,-40.70231755512683,0.2114285400935582,7477260288.0,7477260288.0,7677821440.0,7677821440.0,10.481481,5.358174,,1.8822746,1.9755327,2.029,3.699,3.98908804176164,0.14,1.854,1.703,0.21326,0.45736,0.63159,0.22635001,0.17624001,11.389,1.581,298274496.0,298274496.0,922692992.0,922692992.0,1.37,0.08,0.08,0.1429,2026-09-10,33898900.0,29160165.0,1.162507139448628,2026-11-04,6.15,6.15,7.5,7.5,4.0,4.0,5.0,8.657243816254411,7477260288.0
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,United States,NYQ,USD,42.529998779296875,42.529998779296875,2026-08-27,41.599998474121094,2.2355777386730447,2026-08-20,41.65999984741211,41.65999984741211,2.088331577223501,2.088331577223501,2026-07-27,41.810001373291016,41.810001373291016,1.7220697975528054,1.7220697975528054,2026-05-27,67.81999969482422,67.81999969482422,-37.28988650741234,-37.28988650741234,2026-02-27,62.95000076293945,62.95000076293945,-32.4384459668894,-32.4384459668894,2025-12-31,71.76000213623047,71.76000213623047,-40.73300235058917,-40.73300235058917,2025-08-27,73.19999694824219,73.19999694824219,-41.89890634917822,-41.89890634917822,2023-08-25,10.34000015258789,10.34000015258789,311.3152625887775,311.3152625887775,2021-08-27,9.84000015258789,9.84000015258789,332.21542804663085,332.21542804663085,43.2230001449585,46.088200149536135,66.75749982833862,43.16213135606575,39.706394906197886,-7.720417284021607,-36.291804083946765,193.83999633789062,36.61000061035156,3.7651836989196177,-78.0592243175856,1.201,96.19256667267308,98.08481740927704,-78.84460762506595,3.155928747994559,7466748416.0,7466748416.0,5005549568.0,5005549568.0,,-39.972515,,2.2695916,6170.8667,4136.818,-23.089,-3.2052088361135427,,,,0.0,-60.4876,0.40412998,-0.07696,-0.06651,0.121,48.463,-239324880.0,-239324880.0,-116919000.0,-116919000.0,,,,0.0,,9621400.0,9988330.0,0.9632641292388217,2026-11-10,79.875,79.875,130.0,130.0,14.0,14.0,20.0,98.99103139013452,7466748416.0
6532.T,BAYCURRENT INC,Industrials,Consulting Services,Japan,JPX,JPY,8126.0,50.77544126473367,2026-08-28,7895.0,2.925902469917663,2026-08-21,7423.87890625,46.7254476029284,9.457604341564618,8.667640160929025,2026-07-28,7127.3203125,43.52004127115288,14.011993901108966,16.671399616502704,2026-05-28,5400.537109375,33.8447384895062,50.46651537480899,50.02462282424478,2026-02-27,4468.212890625,28.6683034090629,81.86241790424987,77.11351990464162,2025-12-30,6367.54638671875,40.814204582804905,27.61587441198674,24.406298698579686,2025-08-28,8376.7509765625,56.862466120504905,-2.9934156723063876,-10.704820369330093,2023-08-28,4678.45654296875,31.928100195207207,73.68976125710864,59.030574804935235,2021-08-27,4997.646484375,45.4133345491573,62.596534696996045,11.807339779844185,7380.431494140625,6754.7259375,5866.208931884766,7434.037506429967,73.13063113834752,20.30095780625445,38.52217154817876,8890.07424698395,3702.9728474650346,85.26972603514528,-8.594689152828728,0.813,49.27028707048406,54.823914574068944,-57.454547931132815,277.3304517549924,1194392289280.0,7463179366.402588,1157425397760.0,7232191152.138062,32.61489,32.472824,1.224,11.0788145,7.530799,7.298,20.652,2.626199555500198,0.299,0.197,0.19,0.24941,0.32486,0.57258,0.38583001,0.24876,5.267,3.403,31367124992.0,195997983.34664726,39250001920.0,245254266.19857788,1.6,130.0,0.812307083979249,0.4013,2027-02-25,1152800.0,1121360.0,1.02803738317757,2026-10-15,8125.0,50.76919274870306,10100.0,63.11001190915704,6500.0,40.61535419896245,12.0,-0.012306177701204568,7463179366.402588
SSD,"Simpson Manufacturing Company, ",Basic Materials,Lumber & Wood Production,United States,NYQ,USD,182.47999572753906,182.47999572753906,2026-08-27,184.92999267578125,-1.3248240119370536,2026-08-20,187.8800048828125,187.8800048828125,-2.8741798035621824,-2.8741798035621824,2026-07-27,193.24000549316406,193.24000549316406,-5.568210235848725,-5.568210235848725,2026-05-27,190.5585479736328,190.5585479736328,-4.239406907745524,-4.239406907745524,2026-02-27,192.95684814453125,192.95684814453125,-5.429634924977977,-5.429634924977977,2025-12-31,160.66941833496094,160.66941833496094,13.574815679675755,13.574815679675755,2025-08-27,192.77316284179688,192.77316284179688,-5.339522868494462,-5.339522868494462,2023-08-25,151.04383850097656,151.04383850097656,20.812604829530514,20.812604829530514,2021-08-27,110.56194305419922,110.56194305419922,65.04774670800101,65.04774670800101,192.08349990844727,193.71794036865234,182.99830169677733,190.24685787064556,29.526041102679244,-5.801189409575103,-0.28322993406632024,213.17515398421855,155.5449658303545,46.737709454066035,-14.399031821012255,1.315,30.393168959640832,30.806009723429327,-20.375499108971773,4.492143903459821,7462081024.0,7462081024.0,7458057216.0,7458057216.0,20.007692,18.750772,3.8,3.6381986,3.081088,3.079,12.874,5.982064447763359,0.063,0.251,0.227,0.15645,0.24405001,0.45841,0.18722,0.098129995,21.084,3.288,446386496.0,446386496.0,574364032.0,574364032.0,0.66,1.2,1.2,0.12810001,2026-10-01,153700.0,226990.0,0.6771223401911979,2026-10-26,219.0,219.0,230.0,230.0,212.0,212.0,5.0,20.283407480639326,7462081024.0
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,Other Precious Metals & Mining,South Africa,JNB,ZAR,29546.0,1855.4103619009256,2026-08-26,29906.0,-1.2037718183642077,2026-08-19,28307.0,1741.6734401136637,4.377009220334194,6.530324179476454,2026-07-24,22720.0,1351.0989356040955,30.044014084507033,37.32601758518486,2026-05-26,32092.0,1967.562216758728,-7.933441356101212,-5.700041091587749,2026-02-26,42650.046875,2692.013127790182,-30.724577896492644,-31.077217167065086,2025-12-31,33704.71484375,2032.18323937674,-12.338673871086513,-8.69866821311004,2025-08-26,20669.337890625,1173.5340743299748,42.946039957096026,58.10451545348316,2023-08-25,13003.7470703125,692.0335521973793,127.21143252204126,168.10988513628197,,,,,,26497.85,24952.68,31884.7246484375,26993.539268089564,67.72621318075863,18.408122895015676,-7.334937573475663,47436.154050690006,19365.6934649734,36.26697361783495,-37.714174786540845,0.977,48.671649772126244,57.17219837013755,-51.76293212179828,1595.2142857142858,120680513536.0,7460928407.199341,120280711168.0,7436211103.98877,13.5085945,9.4296055,,3.0742922,2.8997679,2.89,12.233,2.053881508600477,0.6,31.942,31.926,0.22038001,0.24926001,0.24018998,0.26317,0.08564,30.603,2.454,2478634752.0,153238628.92538738,10978060288.0,678705446.7932205,4.69,14.0,0.8655332550406456,0.0937,2026-03-18,3532437.0,2546830.15,1.3869935535355586,2026-08-28,30313.752,1874.1114600753485,49000.0,3029.3663926422596,21000.0,1298.2998825609684,8.0,-1.1002838406577231,7460928407.199341
7701.T,SHIMADZU CORP,Technology,Scientific & Technical Instruments,Japan,JPX,JPY,4130.0,25.80637120641768,2026-08-28,4100.0,0.7317073170731714,2026-08-21,4109.0,25.861799017060548,0.5110732538330387,-0.2143231049251626,2026-07-28,4138.0,25.266989960335195,-0.19333011116481336,2.1347269576994288,2026-05-28,3756.0,23.53855462744832,9.957401490947815,9.634476775922597,2026-02-27,4311.5087890625,27.662881143157847,-4.209867077691087,-6.711195146783755,2025-12-30,4122.58984375,26.424656386447168,0.17974517307934867,-2.3398040488677774,2025-08-28,3600.814453125,24.44279296590321,14.696273683742334,5.578651516692923,2023-08-28,4068.87109375,27.767987747556617,1.5023554406502937,-7.064309300955907,2021-08-27,4559.15478515625,41.428784962485224,-9.413033892893862,-37.709080220947875,4118.0,4087.92,4035.840751953125,4116.346650290323,53.93939393939394,1.0293743517485687,2.33307639805429,4490.536726537998,3388.0,67.29934542225224,-8.028811442679274,0.739,24.91377973808238,29.097690113521395,-21.08158611931945,79.35714285714286,1193322741760.0,7456496281.578369,1050119700480.0,6561689782.50824,19.72396,19.246004,0.47,2.0748024,2.0827513,1.833,10.906,,0.103,0.683,0.683,0.11504,0.109230004,0.44872,0.12335,0.06876,1.812,3.624,,,,,2.08,86.0,0.5373723786324263,0.32950002,2026-09-29,672700.0,856985.0,0.7849612303599246,2026-11-05,5085.0,31.773704015649855,6500.0,40.61535419896245,3400.0,21.244954504072666,12.0,23.123486682808725,7456496281.578369
GLENMARK.BO,GLENMARK PHARMACEUTICALS LTD.,Healthcare,Drug Manufacturers - Specialty & Generic,India,BSE,INR,2456.0,25.7360612899065,2026-08-27,2440.0,0.6557377049180246,2026-08-20,2325.0,24.346569855697453,5.634408602150542,5.70713427987839,2026-07-27,2194.449951171875,22.724566263961606,11.918706493554465,13.252156239042323,2026-05-27,2382.64990234375,24.843855030044324,3.0785092507337186,3.5912552974697753,2026-02-27,2137.699951171875,23.4892975926457,14.889837493500192,9.565052715600352,2026-01-01,2025.4000244140625,22.562254720199235,21.259996563419993,14.066885641823124,2025-08-26,1947.6202392578125,22.23092611623315,26.10261233144291,15.766932764505404,2023-08-25,734.4334106445312,8.886991005813968,234.40744448766836,189.59252094516228,2021-08-27,507.5419921875,6.844247489628287,383.9008471820566,276.02470291886294,2308.015002441406,2256.5069921875,2140.3220025634764,2325.7253438641133,69.89638830700885,8.840788373498798,14.749089018308181,2483.300048828125,1794.0,96.0394535188939,-1.0993455599941693,0.248,28.111482541241205,29.04680643867011,-14.835961126867502,54.950020926339285,710472368128.0,7448861423.655273,704697204736.0,7388312423.108887,39.575535,25.775345,1.04,6.758574,4.005696,3.973,14.585,,0.231,9.307,9.303,0.10137,0.15718001,0.71935,,,5.646,,,,,,0.31,7.5,0.07863284088671207,0.0785,2026-08-31,17019.0,21990.55,0.7739233443456394,2026-10-30,2497.7273,26.187119114572926,2750.0,28.832041658461094,2100.0,22.01719544827938,11.0,-0.7814689759275462,7448861423.655273
BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,Mortgage Finance,India,NSI,INR,85.0,0.8903283253312111,2026-08-28,85.29000091552734,-0.3400174843643966,2026-08-21,84.8499984741211,0.8859564185074902,0.1767843589586482,0.49346748128829,2026-07-28,85.66000366210938,0.8943963309532137,-0.7704922179466611,-0.4548325480793425,2026-05-28,86.0199966430664,0.8955854985978888,-1.1857668947591438,-0.5870096461932706,2026-02-27,87.04000091552734,0.9564057307706761,-2.3437510271940076,-6.908930312056949,2026-01-01,96.11000061035156,1.0706321165156396,-11.559671771716706,-16.840872639915304,2025-08-28,111.7699966430664,1.27505289262227,-23.950968459411747,-30.173224147575205,,,,,,,,,,,85.15400047302246,86.38239959716798,88.8512497329712,85.06466105998493,49.50168176069066,-1.6003255334589017,-4.334491348794234,117.0,72.6500015258789,27.846671700174934,-27.350427350427353,,13.185157665126884,18.680616362423137,-36.94789726327716,1.015714372907366,707936256000.0,7422271863.464355,1743715434496.0,18281773108.32373,26.397514,19.41548,,3.1431425,16.612099,40.917,,,0.196,0.229,0.226,0.63176996,0.80913,0.99292,0.12679,,460.74,,,,,,,,,0.0,,1693097.0,2565027.8,0.6600696491476623,2025-04-23,94.47059,0.9904654495925084,125.0,1.310547348111868,76.0,0.7968127876520157,17.0,11.141870588235303,7422271863.464355
AWI,Armstrong World Industries Inc,Industrials,Building Products & Equipment,United States,NYQ,USD,175.5500030517578,175.5500030517578,2026-08-27,177.77999877929688,-1.2543569258921305,2026-08-20,178.11000061035156,178.11000061035156,-1.4373126437713157,-1.4373126437713157,2026-07-27,164.914306640625,164.914306640625,6.44922604217093,6.44922604217093,2026-05-27,159.4644012451172,159.4644012451172,10.087268180886966,10.087268180886966,2026-02-27,172.47128295898438,172.47128295898438,1.7850624405139959,1.7850624405139959,2025-12-31,189.96693420410156,189.96693420410156,-7.58917924992889,-7.58917924992889,2025-08-27,196.15016174316406,196.15016174316406,-10.50223895220631,-10.50223895220631,2023-08-25,71.74723815917969,71.74723815917969,144.67841209759112,144.67841209759112,2021-08-27,100.94078826904297,100.94078826904297,73.91384202771911,73.91384202771911,180.613289642334,167.55164825439454,174.14396476745605,177.17705357909614,29.727526015649715,4.773665243339975,0.8073999499088602,204.82830049812088,150.0019458050834,46.59813221162196,-14.294068434469908,1.17,35.26065523412078,30.024912885104527,-25.226573411687603,3.7571422031947543,7399797760.0,7399797760.0,7901198336.0,7901198336.0,24.050823,18.272001,2.02,8.380719,4.3646326,4.66,17.586,2.984203070976902,0.112,0.124,0.101,0.18597001,0.21568,0.40308997,0.36618,0.10623,65.589,1.519,220824992.0,220824992.0,358800000.0,358800000.0,0.77,1.36,1.36,0.1815,2026-08-05,255100.0,374605.0,0.6809839697815032,2026-10-27,210.18182,210.18182,230.0,230.0,190.0,190.0,11.0,20.042161174253238,7399797760.0
5411.T,JFE HOLDINGS INC,Basic Materials,Steel,Japan,JPX,JPY,1859.0,11.61599130090326,2026-08-28,1839.0,1.087547580206638,2026-08-21,1845.5,11.615466071059927,0.7315090761311316,0.004521814623026366,2026-07-28,1795.0,10.960427012760192,3.5654596100278546,5.981192953338921,2026-05-28,1677.5,10.512759687844664,10.81967213114754,10.4942150854471,2026-02-27,2153.977783203125,13.82004173409257,-13.694560153005442,-15.94821835995004,2025-12-30,1955.26953125,12.53273487405022,-4.923593893904488,-7.314792679809512,2025-08-28,1756.2235107421875,11.921471720840373,5.852130359784247,-2.5624388254269825,2023-08-28,1995.018310546875,13.614991167577273,-6.8178978522552836,-14.682344204779419,2021-08-27,1258.3717041015625,11.434753411275778,47.73059454060651,1.5849741844783827,1827.55,1725.63,1836.0526043701173,1817.7836535348704,48.83720930232558,7.72877152112561,1.2498223403438535,2309.126953125,1535.0,41.85360019982188,-19.493382662041682,0.887,27.244434919608835,25.672239565335808,-33.04828918532352,40.142857142857146,1182577459200.0,7389354211.248779,3376760750080.0,21099743678.408203,17.635897,5.8492227,0.45,0.44863653,0.25791553,0.736,9.607,,0.041,3.32,3.381,0.02056,0.01129,0.11310001,0.0377,0.00773,85.683,1.382,,,,,4.3,80.0,0.4998812824487686,0.7585,2026-09-29,5606800.0,6629075.0,0.8457891938166335,2026-11-05,1841.1111,11.50421222248329,2200.0,13.746735267341137,1600.0,9.997625648975372,9.0,-0.9622861753630918,7389354211.248779
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,United States,NYQ,USD,22.709999084472656,22.709999084472656,2026-08-27,20.510000228881836,10.726469190833154,2026-08-20,20.940000534057617,20.940000534057617,8.452714924893368,8.452714924893368,2026-07-27,18.139999389648438,18.139999389648438,25.192942935996363,25.192942935996363,2026-05-27,17.950000762939453,17.950000762939453,26.51809537167795,26.51809537167795,2026-02-27,13.119999885559082,13.119999885559082,73.0945067268567,73.0945067268567,2025-12-31,15.0,15.0,51.399993896484375,51.399993896484375,2025-08-27,17.149999618530273,17.149999618530273,32.419822679966124,32.419822679966124,2023-08-25,16.56999969482422,16.56999969482422,37.054915526439736,37.054915526439736,2021-08-27,64.9000015258789,64.9000015258789,-65.00770639363232,-65.00770639363232,21.464999771118165,19.145999755859375,15.909949946403504,21.0606082376393,56.2203199454857,18.61485100835525,42.74085814837101,23.950000762939453,11.8100004196167,89.78581842340043,-5.177459870421353,,58.840478814808236,54.779189353180705,-37.81250465661269,1.1155004501342773,7383992320.0,7383992320.0,6674307584.0,6674307584.0,,45.950043,,5.0777936,6.7206383,6.075,-27.535,3.6503509256087634,0.206,,,-0.30953,-0.22719,0.72540003,-0.23008,-0.07682,,1.449,269541632.0,269541632.0,57333000.0,57333000.0,,,,0.0,,18815900.0,7153360.0,2.630358321124618,2026-08-27,21.70968,21.70968,28.0,28.0,15.0,15.0,31.0,0.7877437325905179,7383992320.0
DCC.L,DCC ENERGY PLC ORD EUR0.25 (CDI,Energy,Oil & Gas Refining & Marketing,United Kingdom,LSE,GBP,6390.0,8688.440115451813,2026-08-27,6370.0,0.31397174254317317,2026-08-20,6375.0,8669.930934906006,0.23529411764706687,0.2134870587179316,2026-07-27,6340.0,8464.73236322403,0.7886435331230235,2.642821327697331,2026-05-27,6063.52783203125,8158.675429669383,5.384195092568467,6.4932683049985895,2026-02-27,5183.74169921875,6993.620714851015,23.27003100796954,24.23379061723827,2025-12-31,4628.87646484375,6233.799317657016,38.04645789387464,39.37632048632225,2025-08-27,4638.2216796875,6251.730877864989,37.76831814624535,38.97655361676375,2023-08-25,4190.19580078125,5276.660097152169,52.49884024055875,64.65794566038075,2021-08-27,6146.6455078125,8422.369849500828,3.9591431111195785,3.159090264443254,6367.75,6297.3,5410.75759765625,6356.754109449173,57.14285714285714,1.4720594540517329,18.09806454400993,6740.0,4186.983564444271,86.29072672131805,-5.192878338278928,0.731,3.9071783509579174,24.257673739780245,-15.451896040050872,18.928571428571427,5441517568.0,7366442679.555664,6783417344.0,9183036609.11377,22.118055,11.884305,,2.4067707,0.3523874,0.439,8.537,24.049373426556585,0.013,0.952,0.788,0.00087,0.04689,0.14778,0.10375,0.038,98.36,1.204,1308650880.0,1771583308.2595825,672500992.0,910396768.4759521,3.39,2.17,2.9376328229904174,0.7288,2026-05-28,235325.0,411258.95,0.5722063921040502,2026-11-10,6647.222,8998.662455716132,9000.0,12183.730602264404,6000.0,8122.4870681762695,9.0,4.351993720565139,7366442679.555664
2356.TW,INVENTEC CORP,Technology,Computer Hardware,Taiwan,TAI,TWD,64.9000015258789,2.051979175770839,2026-08-28,65.5999984741211,-1.0670685434822635,2026-08-21,65.69999694824219,2.0635523001476486,-1.217649101252638,-0.5608350404291418,2026-07-28,58.79999923706055,1.8203207718574816,10.374153687018485,12.726240753544204,2026-05-28,61.89372253417969,1.9670095271028458,4.857163002336873,4.319737525274858,2026-02-26,44.797882080078125,1.4326566484505747,44.872923701766496,43.228957056114226,2025-12-31,41.553062438964844,1.329970349514781,56.18584459618874,54.28758817965165,2025-08-28,40.051727294921875,1.3099501414666292,62.04045595333794,56.64559366155943,2023-08-28,49.41377258300781,1.5533060072438047,31.339904106403793,32.103987636787856,2021-08-27,20.00568199157715,0.7166232015312204,224.40784349767878,186.3400419336608,65.98499984741211,64.05861228942871,50.79354848861694,65.35749530541293,46.89265780248304,1.313467785796929,27.772135353810313,85.8182073671419,37.33963730005264,56.85061293616048,-24.375020736301423,0.92,52.00349107823678,61.57686811573904,-30.849960565768463,2.7500002724783763,232827125760.0,7361423765.5078125,300314591232.0,9495212217.251953,21.003237,14.935781,0.73,2.9976907,0.28471807,0.367,16.52,-11.25893960440909,0.446,0.77,0.779,0.01361,0.01757,0.04817,0.16569,0.0216,160.446,1.082,-26213865472.0,-828818255.7831421,-4893160960.0,-154709771.30271912,3.08,2.0,0.06323510408401489,0.5506,2026-07-15,12016655.0,27235937.95,0.4412058443538935,2025-08-11,66.5,2.102567210793495,77.0,2.4345515072345734,56.0,1.770582914352417,9.0,2.4653312788905923,7361423765.5078125
FORTIS.BO,FORTIS HEALTHCARE LTD.,Healthcare,Medical Care Facilities,India,BSE,INR,916.2000122070312,9.600724620510277,2026-08-27,918.0,-0.19607710163058734,2026-08-20,910.7999877929688,9.537572269836517,0.592888063947794,0.6621428272002294,2026-07-27,942.2999877929688,9.757961671304656,-2.7698159741112005,-1.611371883707713,2026-05-27,959.6822509765625,10.006592531582328,-4.53089954777054,-4.05600517649809,2026-02-27,941.1019287109375,10.340938285742936,-2.646038196735534,-7.158089960300728,2026-01-01,897.548095703125,9.998374896209498,2.0780966048727034,-3.9771490849975444,2025-08-26,914.8796997070312,10.44280738075463,0.1443154220629017,-8.06375842760686,2023-08-25,332.0208435058594,4.017608958434863,175.94653472135477,138.96612935297776,2021-08-27,292.34576416015625,3.9423078154239306,213.39602776153376,143.5305681344387,924.3049957275391,945.0083044433594,914.4263467407227,924.0744014678712,38.46154093520144,-3.0484697436915287,0.19396482533891035,1103.82939737531,766.487072587124,44.38012328097596,-16.998042053819606,0.665,26.666810122407945,23.147593378658176,-28.002926057650946,23.414293561662948,702111088640.0,7361198602.376709,733979738112.0,7695321594.804199,67.24512,40.87892,17.14,7.095228,7.3858604,7.721,36.412,,0.175,0.023,0.023,0.11023,0.16316,0.59387,,,34.15,,,,,,0.11,1.0,0.010484378784894943,0.072,2026-07-24,19591.0,329074.5,0.05953363144212025,2026-11-13,1115.8,11.698469848185777,1180.0,12.371566966176033,975.0,10.22226931527257,20.0,19.978494623655905,7361198602.376709
6869.T,SYSMEX CORP,Healthcare,Medical Devices,Japan,JPX,JPY,1955.0,12.215848839841783,2026-08-28,1920.0,1.822916666666674,2026-08-21,1976.5,12.43997219693847,-1.087781431823931,-1.8016387299631176,2026-07-28,1635.5,9.986506060929969,19.535310302659738,22.323551052891588,2026-05-28,1381.5,8.657751122955233,41.51284835323923,41.097251080047585,2026-02-27,1452.0513916015625,9.316442810352044,34.6371079775422,31.121384937478936,2025-12-30,1521.595947265625,9.75300759702327,28.483517816488746,25.252120623490537,2025-08-28,1847.899658203125,12.543781234832295,5.795787737794056,-2.6143025683506904,2023-08-28,2432.052490234375,16.597528453033874,-19.61522179927958,-26.39959091253229,2021-08-27,3748.342529296875,34.060979266940194,-47.84361395150499,-64.1353563439717,1835.5,1648.11,1498.7540521240235,1848.935859055333,69.66947504860661,18.6207231313444,30.44168235804854,2012.5,1246.0,92.49836921069797,-2.857142857142858,0.686,67.3586175320352,46.609250705219665,-34.936119347631134,79.0,1176991694848.0,7354451473.1521,1193665232896.0,7458636342.932007,34.364563,18.4643,1.17,2.436617,2.2421067,2.274,10.343,1.811302087289,0.236,0.941,0.909,0.075430006,0.11343,0.50963,0.08335,0.06103,25.407,3.397,21318875136.0,133211333.04186058,99951001600.0,624545435.7730865,2.05,40.0,0.2499406412243843,0.6328,2026-09-29,2101100.0,3125325.0,0.6722820826634031,2026-11-04,1960.7142,12.251554110143891,3300.0,20.620102901011705,1400.0,8.74792244285345,14.0,0.29228644501277934,7354451473.1521
ATGL.BO,ADANI TOTAL GAS LIMITED,Utilities,Utilities - Regulated Gas,India,BSE,INR,645.6500244140625,6.765671254132712,2026-08-27,643.4500122070312,0.34190879870918955,2026-08-20,658.2000122070312,6.8924355166535065,-1.9067133941378933,-1.8391795210053963,2026-07-27,660.2000122070312,6.836683113622712,-2.203875723105264,-1.0386887663185962,2026-05-27,807.8178100585938,8.423104268924249,-20.074797018001956,-19.677223050727044,2026-02-27,511.82122802734375,5.623951636794061,26.147566583457337,20.30102125823916,2026-01-01,594.0924682617188,6.61798431653051,8.678372291639768,2.231599993872879,2025-08-26,635.677978515625,7.255885869969461,1.5687260272446935,-6.756096011179569,2023-08-25,653.0056762695312,7.901676976623264,-1.126430002490919,-14.376767436221083,2021-08-27,1316.7689208984375,17.756742338573417,-50.967097250933556,-61.898015271441565,654.625,684.7759973144531,614.6201322937012,655.7128155717243,42.581536459835014,-5.713689301878921,5.048629306131058,859.3998039224178,453.34165123346804,47.359810881055566,-24.871983741766314,0.606,20.793994894723603,39.496155125304085,-40.11013701719269,14.3892822265625,700578988032.0,7345135479.265869,723662143488.0,7587148024.6171875,110.78261,,,14.401012,11.174649,11.543,62.913,,0.272,-0.14,-0.142,0.100839995,0.11602,0.28245002,,,58.65,,,,,,0.04,0.25,0.002621094696223736,0.0435,2026-06-12,35886.0,84812.95,0.42311934675070256,2026-10-27,,,,,,,,,7345135479.265869
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,United States,NYQ,USD,191.6699981689453,191.6699981689453,2026-08-27,190.52000427246094,0.6036079522860893,2026-08-20,188.44000244140625,188.44000244140625,1.7140711556419053,1.7140711556419053,2026-07-27,175.1302490234375,175.1302490234375,9.444256053843848,9.444256053843848,2026-05-27,171.21142578125,171.21142578125,11.949303204702243,11.949303204702243,2026-02-27,194.25161743164062,194.25161743164062,-1.3290078594088484,-1.3290078594088484,2025-12-31,158.77523803710938,158.77523803710938,20.71781503117487,20.71781503117487,2025-08-27,172.07150268554688,172.07150268554688,11.389739252300156,11.389739252300156,2023-08-25,174.14260864257812,174.14260864257812,10.064963229270084,10.064963229270084,2021-08-27,150.32977294921875,150.32977294921875,27.49969244860846,27.49969244860846,190.65364532470704,178.1377389526367,172.6671312713623,187.66067316522634,42.13489588670756,7.596514526271481,11.005491756110919,207.13953065459614,149.32363863878476,73.24345963317447,-7.468170096149429,0.941,29.987431949789556,26.073999317751145,-22.60450203658363,3.5380425356561482,7342991360.0,7342991360.0,7790011392.0,7790011392.0,23.852129,18.972225,0.99,5.255688,3.772762,4.002,15.02,4.309650283995432,0.062,0.403,0.373,0.16133,0.24591999,0.47571,0.2366,0.11071999,45.911,3.236,316457248.0,316457248.0,405879008.0,405879008.0,1.13,2.16,2.16,0.2649,2026-08-14,172400.0,300990.0,0.5727765042027975,2026-10-27,209.14285,209.14285,223.0,223.0,190.0,190.0,7.0,9.8785594199853,7342991360.0
